chr	start	end	CpG	WJ1-N	WJ1-X	WJ2-N	WJ2-X	WJ3-N	WJ3-X	WJ5-N	WJ5-X	WJ7-N	WJ7-X
chr1	95240204	95240380	9	NA	NA	NA	NA	NA	NA	NA	NA	21	6
chr1	95582781	95582913	10	NA	NA	21	5	NA	NA	NA	NA	NA	NA
chr1	97564535	97564656	8	NA	NA	NA	NA	NA	NA	21	10	NA	NA
chr1	99666731	99666787	7	NA	NA	NA	NA	NA	NA	NA	NA	31	4
chr1	99667195	99667249	8	NA	NA	24	16	NA	NA	NA	NA	NA	NA
chr1	99992449	99992548	7	NA	NA	25	20	NA	NA	NA	NA	NA	NA
chr1	102128285	102128397	9	58	18	41	31	27	16	NA	NA	33	10
chr1	107253367	107253550	9	20	17	NA	NA	NA	NA	NA	NA	NA	NA
chr1	107561029	107561158	13	NA	NA	50	20	NA	NA	NA	NA	NA	NA
chr1	108609071	108609212	10	21	2	21	17	NA	NA	NA	NA	22	8
chr1	108610922	108610976	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr1	109378133	109378163	9	37	5	NA	NA	29	9	24	12	NA	NA
chr1	111879132	111879201	9	NA	NA	20	19	25	21	NA	NA	NA	NA
chr1	120207674	120207783	17	NA	NA	81	48	38	18	NA	NA	NA	NA
chr1	120207885	120207919	7	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr1	120524416	120524478	7	NA	NA	NA	NA	NA	NA	NA	NA	27	9
chr1	121318801	121318945	18	31	3	NA	NA	NA	NA	NA	NA	30	0
chr1	121733560	121733587	6	NA	NA	NA	NA	NA	NA	NA	NA	20	7
chr1	121809742	121809791	6	NA	NA	NA	NA	NA	NA	NA	NA	22	0
chr1	122017283	122017362	5	NA	NA	NA	NA	NA	NA	NA	NA	20	3
chr1	122017680	122017808	15	NA	NA	24	10	35	21	NA	NA	NA	NA
chr1	122238945	122239170	17	NA	NA	31	7	NA	NA	NA	NA	26	16
chr1	122370317	122370331	7	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr1	122498891	122498986	6	NA	NA	NA	NA	NA	NA	NA	NA	28	15
chr1	127331392	127331430	6	NA	NA	21	9	NA	NA	NA	NA	NA	NA
chr1	127833910	127833934	5	20	4	NA	NA	NA	NA	NA	NA	NA	NA
chr1	128727071	128727103	4	29	16	NA	NA	NA	NA	NA	NA	NA	NA
chr1	129670323	129670607	10	NA	NA	NA	NA	NA	NA	NA	NA	20	10
chr1	129963205	129963511	8	NA	NA	26	25	23	22	20	18	NA	NA
chr1	130140566	130140696	7	NA	NA	NA	NA	21	11	NA	NA	NA	NA
chr1	131333435	131333510	6	NA	NA	NA	NA	NA	NA	24	22	NA	NA
chr1	132613267	132613355	9	NA	NA	NA	NA	NA	NA	NA	NA	29	5
chr1	132994544	132994597	5	NA	NA	NA	NA	NA	NA	30	0	NA	NA
chr1	133032959	133033075	4	NA	NA	NA	NA	NA	NA	22	17	NA	NA
chr1	133142609	133142739	7	NA	NA	NA	NA	23	1	NA	NA	NA	NA
chr1	133160652	133160766	7	NA	NA	NA	NA	NA	NA	25	24	NA	NA
chr1	133423047	133423110	10	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr1	133423719	133423780	8	NA	NA	NA	NA	26	12	NA	NA	NA	NA
chr1	133636143	133636163	6	NA	NA	NA	NA	NA	NA	23	13	NA	NA
chr1	133859715	133859765	11	NA	NA	NA	NA	NA	NA	33	0	NA	NA
chr1	135022608	135022631	4	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr1	135028054	135028142	12	NA	NA	21	0	NA	NA	NA	NA	42	8
chr1	135151297	135151327	4	NA	NA	NA	NA	NA	NA	23	18	NA	NA
chr1	135557894	135557948	6	NA	NA	NA	NA	NA	NA	NA	NA	29	14
chr1	136131971	136132029	11	NA	NA	33	6	NA	NA	NA	NA	NA	NA
chr1	136195797	136195872	6	NA	NA	NA	NA	24	13	NA	NA	NA	NA
chr1	136452837	136452968	9	NA	NA	NA	NA	NA	NA	NA	NA	23	7
chr1	136457899	136457958	8	NA	NA	NA	NA	NA	NA	24	6	NA	NA
chr1	136605784	136605827	7	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr1	136981615	136981875	13	28	25	24	21	NA	NA	46	42	32	29
chr1	137210061	137210284	19	36	20	23	14	25	2	NA	NA	67	13
chr1	137441353	137441524	5	NA	NA	NA	NA	NA	NA	NA	NA	21	8
chr1	137831465	137831642	6	NA	NA	24	23	NA	NA	NA	NA	NA	NA
chr1	137947424	137947497	6	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr1	138156632	138156679	7	NA	NA	NA	NA	23	3	NA	NA	NA	NA
chr1	138521497	138521535	8	NA	NA	25	0	NA	NA	NA	NA	NA	NA
chr1	138685776	138685831	6	NA	NA	20	14	NA	NA	NA	NA	NA	NA
chr1	141351723	141351789	10	NA	NA	NA	NA	NA	NA	NA	NA	30	0
chr1	143158733	143158770	6	29	20	NA	NA	NA	NA	NA	NA	NA	NA
chr1	145624754	145624809	9	NA	NA	NA	NA	NA	NA	27	18	NA	NA
chr1	153191413	153191465	7	34	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	154613742	154613968	23	22	9	28	3	25	11	36	1	51	14
chr1	154749421	154749472	7	NA	NA	21	6	NA	NA	NA	NA	NA	NA
chr1	154750352	154750403	8	NA	NA	NA	NA	24	15	NA	NA	NA	NA
chr1	154802262	154802423	6	NA	NA	21	13	NA	NA	NA	NA	NA	NA
chr1	154919406	154919433	4	NA	NA	NA	NA	24	24	NA	NA	NA	NA
chr1	155193024	155193155	4	NA	NA	20	12	NA	NA	NA	NA	NA	NA
chr1	155261268	155261355	7	NA	NA	NA	NA	NA	NA	NA	NA	20	18
chr1	155587576	155587605	4	NA	NA	NA	NA	NA	NA	NA	NA	20	13
chr1	158351514	158351528	3	22	18	NA	NA	NA	NA	NA	NA	NA	NA
chr1	159395136	159395285	5	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr1	163100774	163100821	7	NA	NA	NA	NA	26	12	NA	NA	NA	NA
chr1	163807123	163807184	9	NA	NA	NA	NA	27	21	22	0	NA	NA
chr1	164408045	164408087	6	NA	NA	NA	NA	20	15	NA	NA	NA	NA
chr1	164500485	164500638	15	NA	NA	54	12	NA	NA	NA	NA	NA	NA
chr1	164501177	164501226	7	NA	NA	NA	NA	21	9	NA	NA	NA	NA
chr1	164501603	164501703	8	NA	NA	27	11	NA	NA	NA	NA	NA	NA
chr1	164576481	164576663	7	NA	NA	20	18	NA	NA	NA	NA	NA	NA
chr1	165242066	165242203	13	NA	NA	NA	NA	41	37	NA	NA	NA	NA
chr1	165697756	165697790	10	39	39	NA	NA	NA	NA	NA	NA	NA	NA
chr1	165924301	165924725	21	NA	NA	37	10	NA	NA	33	10	35	7
chr1	166388008	166388041	7	NA	NA	NA	NA	23	9	NA	NA	NA	NA
chr1	167120906	167120947	3	20	20	NA	NA	NA	NA	NA	NA	NA	NA
chr1	167655801	167655839	5	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr1	167710531	167710574	4	NA	NA	NA	NA	24	10	NA	NA	NA	NA
chr1	169280284	169280375	9	22	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	172145493	172145552	7	NA	NA	NA	NA	26	5	NA	NA	NA	NA
chr1	172797812	172797988	10	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr1	172964116	172964147	6	NA	NA	20	5	NA	NA	NA	NA	NA	NA
chr1	172993850	172993960	8	NA	NA	44	35	35	27	29	21	57	36
chr1	172994117	172994202	13	51	38	62	50	29	20	48	42	50	39
chr1	172994531	172994742	14	22	19	NA	NA	22	20	24	22	20	15
chr1	172995035	172995117	16	47	44	66	63	20	20	40	40	37	37
chr1	172995417	172995531	13	30	19	77	52	70	43	41	18	32	23
chr1	172996058	172996114	11	NA	NA	NA	NA	26	21	33	29	NA	NA
chr1	173000178	173000226	3	NA	NA	22	14	22	16	NA	NA	NA	NA
chr1	173000993	173001072	5	NA	NA	NA	NA	NA	NA	25	20	36	34
chr1	173001723	173001805	9	NA	NA	31	21	25	22	NA	NA	NA	NA
chr1	173009366	173009434	10	36	28	25	17	NA	NA	36	33	NA	NA
chr1	173015428	173015472	3	NA	NA	NA	NA	NA	NA	NA	NA	20	13
chr1	173217670	173217729	7	NA	NA	NA	NA	NA	NA	NA	NA	25	8
chr1	173341073	173341255	6	NA	NA	NA	NA	20	1	NA	NA	NA	NA
chr1	174136881	174136942	7	35	0	NA	NA	NA	NA	NA	NA	NA	NA
chr1	174256100	174256162	11	NA	NA	NA	NA	37	33	NA	NA	NA	NA
chr1	174256287	174256341	6	23	13	NA	NA	NA	NA	NA	NA	NA	NA
chr1	174451200	174451275	7	NA	NA	21	16	NA	NA	NA	NA	NA	NA
chr1	174455811	174455847	4	NA	NA	NA	NA	NA	NA	24	21	NA	NA
chr1	174480802	174480848	3	NA	NA	NA	NA	NA	NA	NA	NA	22	15
chr1	178743707	178743838	11	NA	NA	NA	NA	NA	NA	NA	NA	47	22
chr1	179187530	179187731	10	21	16	NA	NA	NA	NA	NA	NA	NA	NA
chr1	179269110	179269168	7	NA	NA	NA	NA	NA	NA	31	14	NA	NA
chr1	179371623	179371689	8	NA	NA	NA	NA	NA	NA	28	18	NA	NA
chr1	179372010	179372079	7	NA	NA	NA	NA	NA	NA	NA	NA	23	11
chr1	179726366	179726532	11	NA	NA	NA	NA	25	5	NA	NA	NA	NA
chr1	180229451	180229610	9	NA	NA	28	28	NA	NA	NA	NA	NA	NA
chr1	180248339	180248411	6	NA	NA	20	12	NA	NA	NA	NA	NA	NA
chr1	180457568	180457640	7	NA	NA	NA	NA	26	5	NA	NA	NA	NA
chr1	181447333	181447502	7	NA	NA	31	10	NA	NA	NA	NA	NA	NA
chr1	181448109	181448171	8	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr1	181476048	181476173	12	NA	NA	NA	NA	NA	NA	28	3	NA	NA
chr1	181476362	181476517	13	NA	NA	36	8	NA	NA	28	6	NA	NA
chr1	181476986	181477035	7	NA	NA	NA	NA	NA	NA	21	12	NA	NA
chr1	182157516	182157559	4	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr1	182176152	182176386	8	NA	NA	24	23	NA	NA	NA	NA	NA	NA
chr1	182412606	182412663	5	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr1	182627384	182627505	7	NA	NA	NA	NA	22	18	21	17	NA	NA
chr1	182741881	182742109	7	NA	NA	NA	NA	34	1	NA	NA	NA	NA
chr1	182743709	182743748	8	NA	NA	NA	NA	NA	NA	24	0	NA	NA
chr1	183275918	183275957	7	21	2	NA	NA	NA	NA	NA	NA	NA	NA
chr1	183699984	183700054	4	NA	NA	NA	NA	NA	NA	NA	NA	20	18
chr1	184067337	184067462	9	NA	NA	NA	NA	56	56	24	21	NA	NA
chr1	184073508	184073593	5	NA	NA	NA	NA	NA	NA	20	7	NA	NA
chr1	186555843	186555882	7	NA	NA	NA	NA	NA	NA	21	3	NA	NA
chr1	186634848	186634916	12	NA	NA	NA	NA	45	41	NA	NA	NA	NA
chr1	186669380	186669529	10	NA	NA	NA	NA	NA	NA	NA	NA	30	1
chr1	186706570	186706644	8	NA	NA	NA	NA	NA	NA	26	0	21	1
chr1	186780255	186780326	8	NA	NA	NA	NA	24	20	NA	NA	28	27
chr1	186780443	186780535	8	NA	NA	NA	NA	45	45	NA	NA	NA	NA
chr1	187186927	187186994	11	NA	NA	39	21	NA	NA	NA	NA	NA	NA
chr1	188528136	188528194	6	23	19	NA	NA	NA	NA	NA	NA	NA	NA
chr1	188792300	188792355	5	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr1	189433542	189433591	7	NA	NA	28	24	NA	NA	NA	NA	NA	NA
chr1	190398369	190398413	5	NA	NA	NA	NA	NA	NA	25	20	NA	NA
chr1	191744318	191744386	6	NA	NA	NA	NA	NA	NA	31	29	NA	NA
chr1	191746137	191746201	16	NA	NA	NA	NA	NA	NA	64	0	NA	NA
chr1	191994100	191994168	7	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr1	191998729	191998798	5	NA	NA	22	10	NA	NA	NA	NA	NA	NA
chr1	192735373	192735513	11	NA	NA	NA	NA	NA	NA	NA	NA	41	7
chr1	192773025	192773100	8	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr1	192802128	192802230	10	NA	NA	34	18	27	8	26	7	NA	NA
chr1	192849565	192849674	9	NA	NA	21	11	NA	NA	NA	NA	NA	NA
chr1	193150062	193150460	20	NA	NA	21	10	31	8	NA	NA	29	13
chr1	193231983	193232040	8	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr1	193645467	193645517	7	NA	NA	NA	NA	NA	NA	NA	NA	21	0
chr1	193677067	193677079	7	NA	NA	28	27	NA	NA	NA	NA	NA	NA
chr1	193952326	193952367	6	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr1	197067766	197068007	22	104	40	232	101	137	66	140	58	191	64
chr2	3249532	3249670	10	NA	NA	24	16	NA	NA	NA	NA	NA	NA
chr2	3336220	3336260	7	NA	NA	NA	NA	21	11	NA	NA	NA	NA
chr2	3630554	3630702	9	NA	NA	NA	NA	NA	NA	31	6	NA	NA
chr2	4481131	4481332	5	NA	NA	21	2	NA	NA	NA	NA	NA	NA
chr2	5177014	5177034	9	NA	NA	NA	NA	27	26	NA	NA	27	26
chr2	5300348	5300400	8	NA	NA	23	13	NA	NA	31	4	29	27
chr2	5871917	5872046	9	21	2	NA	NA	NA	NA	NA	NA	NA	NA
chr2	9780038	9780072	5	20	20	NA	NA	NA	NA	NA	NA	NA	NA
chr2	9796389	9796434	5	NA	NA	NA	NA	NA	NA	20	20	NA	NA
chr2	9970004	9970160	15	38	5	24	6	NA	NA	33	7	NA	NA
chr2	10295813	10295862	5	NA	NA	NA	NA	23	8	NA	NA	NA	NA
chr2	11422751	11422897	9	NA	NA	36	18	NA	NA	NA	NA	NA	NA
chr2	11423302	11423430	8	NA	NA	NA	NA	NA	NA	24	11	NA	NA
chr2	11467925	11467986	6	NA	NA	NA	NA	NA	NA	NA	NA	20	19
chr2	11485505	11485525	8	NA	NA	NA	NA	NA	NA	24	24	NA	NA
chr2	11627587	11627638	4	20	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	11699172	11699249	9	NA	NA	NA	NA	20	0	21	2	NA	NA
chr2	11923896	11923938	12	NA	NA	NA	NA	NA	NA	NA	NA	36	5
chr2	12223380	12223443	7	NA	NA	NA	NA	NA	NA	NA	NA	24	6
chr2	17950031	17950123	8	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr2	18879219	18879369	6	NA	NA	NA	NA	NA	NA	22	22	NA	NA
chr2	19336239	19336302	6	NA	NA	NA	NA	NA	NA	NA	NA	22	0
chr2	19353910	19353965	7	NA	NA	NA	NA	NA	NA	NA	NA	21	9
chr2	19831331	19831376	6	24	8	NA	NA	NA	NA	NA	NA	NA	NA
chr2	20891103	20891141	8	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr2	21026787	21026827	6	NA	NA	NA	NA	38	36	NA	NA	NA	NA
chr2	22442932	22443238	10	38	14	24	14	39	18	NA	NA	22	8
chr2	24326247	24326257	5	NA	NA	NA	NA	NA	NA	NA	NA	20	0
chr2	24774298	24774411	9	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr2	24805874	24805928	8	NA	NA	24	2	NA	NA	NA	NA	NA	NA
chr2	24830558	24830603	6	NA	NA	NA	NA	20	3	NA	NA	NA	NA
chr2	25037306	25037462	9	33	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	25228297	25228341	7	22	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	25258548	25258581	6	NA	NA	NA	NA	20	6	NA	NA	NA	NA
chr2	25463670	25463784	10	NA	NA	NA	NA	29	6	NA	NA	NA	NA
chr2	25562466	25562523	7	NA	NA	NA	NA	NA	NA	NA	NA	29	9
chr2	25838047	25838147	11	NA	NA	NA	NA	NA	NA	41	13	NA	NA
chr2	25947192	25947253	6	NA	NA	NA	NA	NA	NA	NA	NA	24	15
chr2	26771770	26771951	16	28	0	26	3	30	7	29	5	NA	NA
chr2	27229128	27229147	4	NA	NA	NA	NA	NA	NA	27	27	NA	NA
chr2	27330653	27330707	9	NA	NA	NA	NA	NA	NA	NA	NA	36	36
chr2	27342550	27342658	6	NA	NA	23	23	NA	NA	NA	NA	NA	NA
chr2	28048460	28048504	6	NA	NA	NA	NA	22	9	NA	NA	NA	NA
chr2	28249693	28249781	5	NA	NA	NA	NA	NA	NA	NA	NA	23	16
chr2	28324071	28324199	6	NA	NA	NA	NA	NA	NA	NA	NA	24	21
chr2	29202369	29202506	10	NA	NA	27	4	NA	NA	NA	NA	NA	NA
chr2	29260490	29260541	5	NA	NA	NA	NA	NA	NA	25	25	NA	NA
chr2	29904579	29904687	6	NA	NA	NA	NA	26	4	NA	NA	NA	NA
chr2	29921686	29921735	9	NA	NA	NA	NA	27	1	NA	NA	NA	NA
chr2	29989248	29989284	9	NA	NA	NA	NA	27	0	NA	NA	NA	NA
chr2	30027418	30027482	10	21	9	NA	NA	NA	NA	NA	NA	27	23
chr2	30033749	30033886	9	NA	NA	27	17	NA	NA	NA	NA	40	29
chr2	30247815	30247986	12	NA	NA	29	8	NA	NA	NA	NA	NA	NA
chr2	30270888	30271038	18	23	0	36	2	NA	NA	38	7	NA	NA
chr2	30542242	30542289	3	NA	NA	NA	NA	NA	NA	NA	NA	20	20
chr2	30663167	30663223	8	NA	NA	NA	NA	NA	NA	NA	NA	22	9
chr2	30748243	30748300	4	20	20	NA	NA	NA	NA	NA	NA	NA	NA
chr2	30938280	30938481	9	NA	NA	29	27	NA	NA	NA	NA	NA	NA
chr2	31101819	31101882	9	NA	NA	NA	NA	NA	NA	NA	NA	37	0
chr2	31153697	31153836	6	NA	NA	NA	NA	NA	NA	20	3	NA	NA
chr2	31491672	31491733	9	NA	NA	38	21	23	9	NA	NA	NA	NA
chr2	31495568	31495614	9	NA	NA	NA	NA	NA	NA	NA	NA	27	21
chr2	31613874	31614089	8	NA	NA	NA	NA	NA	NA	23	20	NA	NA
chr2	31829832	31829880	7	21	11	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32069616	32069683	7	NA	NA	NA	NA	NA	NA	NA	NA	27	27
chr2	32091923	32091953	6	NA	NA	NA	NA	NA	NA	28	2	NA	NA
chr2	32143637	32143685	9	NA	NA	NA	NA	NA	NA	50	0	NA	NA
chr2	32208717	32208759	8	NA	NA	30	0	NA	NA	NA	NA	NA	NA
chr2	32218656	32218714	6	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	32237306	32237430	20	NA	NA	30	6	NA	NA	NA	NA	73	15
chr2	32817528	32817627	10	NA	NA	NA	NA	30	4	NA	NA	NA	NA
chr2	33399872	33399924	7	NA	NA	27	22	NA	NA	NA	NA	NA	NA
chr2	33495370	33495420	7	NA	NA	NA	NA	NA	NA	NA	NA	21	17
chr2	33495994	33496097	10	NA	NA	NA	NA	22	15	NA	NA	27	13
chr2	33508129	33508402	15	NA	NA	21	20	58	49	43	42	26	24
chr2	34226694	34226746	7	NA	NA	NA	NA	NA	NA	24	7	NA	NA
chr2	34227450	34227517	17	NA	NA	25	14	NA	NA	NA	NA	51	21
chr2	34609280	34609407	11	NA	NA	30	4	NA	NA	NA	NA	20	1
chr2	34627112	34627178	7	NA	NA	NA	NA	65	2	NA	NA	NA	NA
chr2	34627405	34627465	5	NA	NA	20	7	NA	NA	NA	NA	NA	NA
chr2	34628101	34628147	7	NA	NA	NA	NA	21	12	NA	NA	NA	NA
chr2	34769558	34769614	10	30	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	35346769	35347032	16	NA	NA	NA	NA	NA	NA	28	27	35	35
chr2	35946631	35946711	6	NA	NA	27	8	NA	NA	NA	NA	NA	NA
chr2	35959428	35959464	5	NA	NA	NA	NA	NA	NA	20	0	NA	NA
chr2	36066455	36066513	7	NA	NA	NA	NA	NA	NA	21	15	NA	NA
chr2	38499100	38499279	12	NA	NA	NA	NA	35	4	NA	NA	NA	NA
chr2	38514804	38514865	5	NA	NA	NA	NA	NA	NA	23	23	NA	NA
chr2	38566095	38566138	7	NA	NA	NA	NA	40	7	NA	NA	NA	NA
chr2	43378188	43378212	7	NA	NA	21	20	NA	NA	NA	NA	NA	NA
chr2	49578587	49578715	7	NA	NA	NA	NA	NA	NA	21	21	NA	NA
chr2	49642965	49643129	14	NA	NA	44	28	NA	NA	NA	NA	NA	NA
chr2	52601047	52601137	9	NA	NA	NA	NA	NA	NA	21	10	43	12
chr2	56963086	56963113	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr2	56966671	56966748	9	NA	NA	NA	NA	NA	NA	NA	NA	29	20
chr2	57960453	57960518	8	NA	NA	NA	NA	24	15	NA	NA	NA	NA
chr2	58418908	58419081	16	44	6	28	12	38	2	43	18	41	10
chr2	60048071	60048130	10	NA	NA	NA	NA	30	0	NA	NA	NA	NA
chr2	60065220	60065248	10	NA	NA	NA	NA	NA	NA	53	46	NA	NA
chr2	64706726	64706779	10	NA	NA	23	22	NA	NA	NA	NA	24	24
chr2	66094695	66094799	8	NA	NA	NA	NA	28	0	NA	NA	NA	NA
chr2	69423774	69423846	10	NA	NA	32	14	NA	NA	NA	NA	NA	NA
chr2	70347264	70347321	12	NA	NA	20	0	36	0	NA	NA	NA	NA
chr2	70400759	70400805	11	NA	NA	NA	NA	NA	NA	NA	NA	33	27
chr2	71368910	71369058	6	NA	NA	NA	NA	NA	NA	20	14	NA	NA
chr2	71383994	71384074	8	NA	NA	NA	NA	NA	NA	28	10	NA	NA
chr2	71476830	71476881	6	NA	NA	21	17	NA	NA	NA	NA	NA	NA
chr2	71858986	71859136	10	NA	NA	21	20	30	30	NA	NA	NA	NA
chr2	72265383	72265414	4	NA	NA	NA	NA	24	24	NA	NA	NA	NA
chr2	72314578	72314631	8	22	12	NA	NA	21	6	NA	NA	NA	NA
chr2	72404069	72404209	7	NA	NA	24	24	NA	NA	NA	NA	NA	NA
chr2	73150639	73150761	16	NA	NA	37	6	45	11	NA	NA	20	8
chr2	73748766	73748803	6	NA	NA	24	12	NA	NA	NA	NA	NA	NA
chr2	74525934	74525987	6	NA	NA	NA	NA	23	18	NA	NA	NA	NA
chr2	74584502	74584767	17	NA	NA	46	45	30	30	NA	NA	21	21
chr2	74664096	74664151	11	NA	NA	NA	NA	33	0	NA	NA	NA	NA
chr2	76002069	76002118	4	NA	NA	NA	NA	NA	NA	NA	NA	20	10
chr2	76245274	76245488	16	NA	NA	29	13	35	3	NA	NA	NA	NA
chr2	77008622	77008674	5	NA	NA	NA	NA	NA	NA	25	0	NA	NA
chr2	77118277	77118324	8	NA	NA	NA	NA	24	0	NA	NA	NA	NA
chr2	77783833	77784224	30	NA	NA	39	13	45	22	NA	NA	70	28
chr2	79296885	79296917	7	NA	NA	NA	NA	21	21	NA	NA	NA	NA
chr2	79476194	79476246	6	NA	NA	24	0	NA	NA	NA	NA	NA	NA
chr2	79536234	79536304	7	25	25	NA	NA	NA	NA	NA	NA	NA	NA
chr2	80287791	80287899	11	26	10	27	8	NA	NA	NA	NA	NA	NA
chr2	80421732	80421790	9	31	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	83564972	83565008	7	NA	NA	NA	NA	NA	NA	NA	NA	21	5
chr2	84499309	84499413	9	NA	NA	NA	NA	NA	NA	NA	NA	26	25
chr2	84667007	84667166	11	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr2	84680377	84680427	8	24	18	NA	NA	NA	NA	NA	NA	NA	NA
chr2	84726830	84726879	8	24	18	NA	NA	NA	NA	NA	NA	NA	NA
chr2	84727227	84727263	5	NA	NA	NA	NA	NA	NA	30	0	NA	NA
chr2	84877338	84877378	10	NA	NA	NA	NA	NA	NA	NA	NA	49	16
chr2	84904987	84905046	5	NA	NA	NA	NA	NA	NA	NA	NA	21	20
chr2	90623169	90623239	8	NA	NA	29	26	NA	NA	NA	NA	NA	NA
chr2	90730312	90730334	7	NA	NA	NA	NA	NA	NA	NA	NA	21	4
chr2	90730542	90730597	9	NA	NA	NA	NA	NA	NA	27	23	NA	NA
chr2	90745036	90745090	6	NA	NA	23	11	NA	NA	NA	NA	NA	NA
chr2	90894233	90894298	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr2	90910537	90910601	8	24	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	90955426	90955455	6	NA	NA	NA	NA	NA	NA	NA	NA	20	9
chr2	91297491	91297548	5	NA	NA	NA	NA	20	4	NA	NA	NA	NA
chr2	91490332	91490486	9	39	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	91530592	91530608	5	NA	NA	NA	NA	25	24	NA	NA	NA	NA
chr2	91550951	91551010	12	NA	NA	36	0	NA	NA	NA	NA	NA	NA
chr2	91847146	91847284	6	25	16	NA	NA	NA	NA	NA	NA	NA	NA
chr2	91848407	91848430	5	NA	NA	NA	NA	25	0	NA	NA	NA	NA
chr2	93020602	93020667	9	NA	NA	NA	NA	27	6	NA	NA	NA	NA
chr2	93302508	93302559	7	NA	NA	NA	NA	NA	NA	23	0	NA	NA
chr2	93612375	93612435	5	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr2	93796667	93796812	12	NA	NA	35	23	NA	NA	NA	NA	NA	NA
chr2	93998428	93998489	3	22	0	NA	NA	NA	NA	NA	NA	NA	NA
chr2	94245774	94245790	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr2	94278104	94278156	7	NA	NA	21	9	NA	NA	NA	NA	NA	NA
chr2	98502421	98502842	14	377	333	318	288	365	325	1030	853	411	380
chr2	98502951	98503099	8	113	93	105	85	130	117	311	250	132	107
chr2	98504064	98504195	4	72	69	60	53	91	81	163	142	99	91
chr2	98505184	98505229	3	38	31	22	21	43	40	128	86	46	42
chr2	98506660	98507055	13	727	699	635	600	754	708	1223	1115	807	760
chr2	98507073	98507482	13	973	898	967	890	989	916	1343	1164	1060	978
chr2	102741506	102741623	5	NA	NA	21	3	NA	NA	NA	NA	NA	NA
chr2	103581863	103581922	4	NA	NA	NA	NA	NA	NA	NA	NA	23	23
chr2	103637877	103637913	7	NA	NA	NA	NA	NA	NA	21	0	NA	NA
chr2	112079487	112079531	9	NA	NA	NA	NA	NA	NA	27	17	NA	NA
chr2	112102204	112102227	5	NA	NA	NA	NA	20	8	NA	NA	NA	NA
chr2	112125076	112125207	4	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr2	113577012	113577030	10	30	27	NA	NA	NA	NA	NA	NA	NA	NA
chr2	115218787	115218834	5	NA	NA	NA	NA	20	20	NA	NA	NA	NA
chr2	115681733	115681777	6	NA	NA	NA	NA	NA	NA	NA	NA	23	0
chr2	116945756	116946008	16	NA	NA	NA	NA	NA	NA	28	7	33	0
chr2	118198740	118198805	6	NA	NA	NA	NA	27	11	NA	NA	NA	NA
chr2	118214361	118214423	7	NA	NA	21	0	NA	NA	NA	NA	NA	NA
chr2	118526077	118526136	8	NA	NA	NA	NA	NA	NA	28	14	NA	NA
chr2	119152254	119152356	7	23	7	NA	NA	NA	NA	NA	NA	NA	NA
chr2	119491651	119491877	15	NA	NA	NA	NA	NA	NA	NA	NA	43	40
chr2	119569541	119569575	4	NA	NA	NA	NA	NA	NA	NA	NA	24	24
chr2	119585107	119585196	5	NA	NA	20	20	NA	NA	NA	NA	NA	NA
chr2	119722809	119722848	5	NA	NA	25	20	NA	NA	NA	NA	NA	NA
chr2	120230076	120230163	6	NA	NA	21	1	NA	NA	NA	NA	NA	NA
chr2	120454673	120454719	6	NA	NA	24	20	NA	NA	NA	NA	NA	NA
